bilstm=100-False|dense=?-softmax|glvN-fold results:
,precision, recall, f1, support
0,0.836,0.815,0.825,200
1,0.500,0.526,0.513,19
2,0.465,0.444,0.455,45
3,0.958,0.920,0.939,25
4,0.000,0.000,0.000,3
5,0.667,0.750,0.706,8
6,0.000,0.000,0.000,4
7,0.500,0.400,0.444,5
8,0.688,0.611,0.647,18
9,0.625,0.500,0.556,10
10,0.286,0.667,0.400,3
11,0.429,0.429,0.429,7
12,0.694,0.641,0.667,39
13,0.865,0.853,0.859,75
14,0.000,0.000,0.000,1
15,1.000,0.333,0.500,3
16,0.397,0.443,0.419,61
17,0.806,0.868,0.836,91
18,1.000,0.400,0.571,5
19,0.667,0.737,0.700,19
20,0.000,0.000,0.000,2
21,0.779,0.898,0.835,59
22,0.667,0.500,0.571,20
23,0.435,0.500,0.465,20
24,0.857,0.545,0.667,11
25,0.000,0.000,0.000,3
26,0.000,0.000,0.000,3
27,0.700,0.438,0.538,16
28,0.833,0.625,0.714,8
29,0.000,0.000,0.000,1
30,0.795,0.815,0.805,124
31,0.750,0.636,0.689,33
32,0.636,0.467,0.538,15
33,0.738,0.585,0.653,82
34,0.000,0.000,0.000,1
35,0.890,0.895,0.893,153
36,0.870,0.921,0.895,444
37,0.876,0.889,0.882,333
38,0.802,0.855,0.828,76
39,0.982,0.985,0.983,3949
40,0.718,0.659,0.687,85
41,0.723,0.819,0.768,105
42,1.000,1.000,1.000,2
43,0.817,0.742,0.778,66
44,0.817,0.716,0.763,81
45,0.637,0.648,0.643,236
46,0.167,0.100,0.125,10
47,0.000,0.000,0.000,13
48,0.823,0.852,0.837,196
49,0.571,0.364,0.444,22
50,0.605,0.671,0.636,73
51,0.571,0.545,0.558,44
52,0.741,0.772,0.756,289
53,0.875,0.893,0.884,281
54,0.874,0.891,0.882,101
55,0.686,0.750,0.716,64
56,0.745,0.673,0.707,52
57,0.000,0.000,0.000,4
58,0.385,0.417,0.400,12
59,0.651,0.736,0.691,129
60,0.536,0.469,0.500,32
61,0.500,0.447,0.472,38
62,0.714,0.700,0.707,50
63,0.690,0.725,0.707,80
64,0.000,0.000,0.000,2
65,0.792,0.731,0.760,52
66,0.680,0.635,0.657,137
